\LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
CAN,HUR,MEN,PC_LF,M,2010-01,9.3,
CAN,HUR,MEN,PC_LF,M,2010-02,9.3,
CAN,HUR,MEN,PC_LF,M,2010-03,9.1,
CAN,HUR,MEN,PC_LF,M,2010-04,8.9,
CAN,HUR,MEN,PC_LF,M,2010-05,8.9,
CAN,HUR,MEN,PC_LF,M,2010-06,8.6,
CAN,HUR,MEN,PC_LF,M,2010-07,8.7,
CAN,HUR,MEN,PC_LF,M,2010-08,8.8,
CAN,HUR,MEN,PC_LF,M,2010-09,8.7,
CAN,HUR,MEN,PC_LF,M,2010-10,8.3,
CAN,HUR,MEN,PC_LF,M,2010-11,8.2,
CAN,HUR,MEN,PC_LF,M,2010-12,8.3,
CAN,HUR,MEN,PC_LF,M,2011-01,8.3,
CAN,HUR,MEN,PC_LF,M,2011-02,8.3,
CAN,HUR,MEN,PC_LF,M,2011-03,8.2,
CAN,HUR,MEN,PC_LF,M,2011-04,8.2,
CAN,HUR,MEN,PC_LF,M,2011-05,8.1,
CAN,HUR,MEN,PC_LF,M,2011-06,8,
CAN,HUR,MEN,PC_LF,M,2011-07,7.8,
CAN,HUR,MEN,PC_LF,M,2011-08,7.7,
CAN,HUR,MEN,PC_LF,M,2011-09,7.8,
CAN,HUR,MEN,PC_LF,M,2011-10,7.8,
CAN,HUR,MEN,PC_LF,M,2011-11,7.7,
CAN,HUR,MEN,PC_LF,M,2011-12,7.9,
CAN,HUR,MEN,PC_LF,M,2012-01,8,
CAN,HUR,MEN,PC_LF,M,2012-02,7.8,
CAN,HUR,MEN,PC_LF,M,2012-03,7.6,
CAN,HUR,MEN,PC_LF,M,2012-04,7.6,
CAN,HUR,MEN,PC_LF,M,2012-05,7.8,
CAN,HUR,MEN,PC_LF,M,2012-06,7.6,
CAN,HUR,MEN,PC_LF,M,2012-07,7.7,
CAN,HUR,MEN,PC_LF,M,2012-08,7.7,
CAN,HUR,MEN,PC_LF,M,2012-09,7.8,
CAN,HUR,MEN,PC_LF,M,2012-10,8.1,
CAN,HUR,MEN,PC_LF,M,2012-11,7.9,
CAN,HUR,MEN,PC_LF,M,2012-12,7.7,
CAN,HUR,MEN,PC_LF,M,2013-01,7.5,
CAN,HUR,MEN,PC_LF,M,2013-02,7.3,
CAN,HUR,MEN,PC_LF,M,2013-03,7.6,
CAN,HUR,MEN,PC_LF,M,2013-04,7.6,
CAN,HUR,MEN,PC_LF,M,2013-05,7.5,
CAN,HUR,MEN,PC_LF,M,2013-06,7.6,
CAN,HUR,MEN,PC_LF,M,2013-07,7.5,
CAN,HUR,MEN,PC_LF,M,2013-08,7.6,
CAN,HUR,MEN,PC_LF,M,2013-09,7.5,
CAN,HUR,MEN,PC_LF,M,2013-10,7.6,
CAN,HUR,MEN,PC_LF,M,2013-11,7.6,
CAN,HUR,MEN,PC_LF,M,2013-12,7.8,
CAN,HUR,MEN,PC_LF,M,2014-01,7.5,
CAN,HUR,MEN,PC_LF,M,2014-02,7.5,
CAN,HUR,MEN,PC_LF,M,2014-03,7.5,
CAN,HUR,MEN,PC_LF,M,2014-04,7.5,
CAN,HUR,MEN,PC_LF,M,2014-05,7.4,
CAN,HUR,MEN,PC_LF,M,2014-06,7.6,
CAN,HUR,MEN,PC_LF,M,2014-07,7.6,
CAN,HUR,MEN,PC_LF,M,2014-08,7.4,
CAN,HUR,MEN,PC_LF,M,2014-09,7.5,
CAN,HUR,MEN,PC_LF,M,2014-10,7.1,
CAN,HUR,MEN,PC_LF,M,2014-11,7.1,
CAN,HUR,MEN,PC_LF,M,2014-12,7.1,
CAN,HUR,MEN,PC_LF,M,2015-01,7.1,
CAN,HUR,MEN,PC_LF,M,2015-02,7.4,
CAN,HUR,MEN,PC_LF,M,2015-03,7.3,
CAN,HUR,MEN,PC_LF,M,2015-04,7.4,
CAN,HUR,MEN,PC_LF,M,2015-05,7.5,
CAN,HUR,MEN,PC_LF,M,2015-06,7.4,
CAN,HUR,MEN,PC_LF,M,2015-07,7.5,
CAN,HUR,MEN,PC_LF,M,2015-08,7.6,
CAN,HUR,MEN,PC_LF,M,2015-09,7.6,
CAN,HUR,MEN,PC_LF,M,2015-10,7.5,
CAN,HUR,MEN,PC_LF,M,2015-11,7.6,
CAN,HUR,MEN,PC_LF,M,2015-12,7.9,
CAN,HUR,MEN,PC_LF,M,2016-01,7.9,
CAN,HUR,MEN,PC_LF,M,2016-02,8.1,
CAN,HUR,MEN,PC_LF,M,2016-03,7.9,
CAN,HUR,MEN,PC_LF,M,2016-04,7.9,
CAN,HUR,MEN,PC_LF,M,2016-05,7.7,
CAN,HUR,MEN,PC_LF,M,2016-06,7.6,
CAN,HUR,MEN,PC_LF,M,2016-07,7.7,
CAN,HUR,MEN,PC_LF,M,2016-08,7.7,
CAN,HUR,MEN,PC_LF,M,2016-09,7.7,
CAN,HUR,MEN,PC_LF,M,2016-10,7.6,
CAN,HUR,MEN,PC_LF,M,2016-11,7.6,
CAN,HUR,MEN,PC_LF,M,2016-12,7.4,
CAN,HUR,MEN,PC_LF,M,2017-01,7.3,
CAN,HUR,MEN,PC_LF,M,2017-02,7.1,
CAN,HUR,MEN,PC_LF,M,2017-03,7.2,
CAN,HUR,MEN,PC_LF,M,2017-04,7,
CAN,HUR,MEN,PC_LF,M,2017-05,7.2,
CAN,HUR,MEN,PC_LF,M,2017-06,6.8,
CAN,HUR,MEN,PC_LF,M,2017-07,6.6,
CAN,HUR,MEN,PC_LF,M,2017-08,6.5,
CAN,HUR,MEN,PC_LF,M,2017-09,6.6,
CAN,HUR,MEN,PC_LF,M,2017-10,6.6,
CAN,HUR,MEN,PC_LF,M,2017-11,6.4,
CAN,HUR,MEN,PC_LF,M,2017-12,6.2,
CAN,HUR,MEN,PC_LF,M,2018-01,6.2,
CAN,HUR,MEN,PC_LF,M,2018-02,6.2,
CAN,HUR,MEN,PC_LF,M,2018-03,6.2,
CAN,HUR,MEN,PC_LF,M,2018-04,6.3,
CAN,HUR,MEN,PC_LF,M,2018-05,6.2,
CAN,HUR,MEN,PC_LF,M,2018-06,6.3,
CAN,HUR,MEN,PC_LF,M,2018-07,6.2,
CAN,HUR,MEN,PC_LF,M,2018-08,6.2,
CAN,HUR,MEN,PC_LF,M,2018-09,6.1,
CAN,HUR,MEN,PC_LF,M,2018-10,6.2,
CAN,HUR,MEN,PC_LF,M,2018-11,6,
CAN,HUR,MEN,PC_LF,M,2018-12,6,
CAN,HUR,MEN,PC_LF,M,2019-01,6.3,
CAN,HUR,MEN,PC_LF,M,2019-02,6.2,
CAN,HUR,MEN,PC_LF,M,2019-03,6.2,
CAN,HUR,MEN,PC_LF,M,2019-04,6.1,
CAN,HUR,MEN,PC_LF,M,2019-05,5.9,
CAN,HUR,MEN,PC_LF,M,2019-06,6.1,
CAN,HUR,MEN,PC_LF,M,2019-07,6.1,
CAN,HUR,MEN,PC_LF,M,2019-08,6.2,
CAN,HUR,MEN,PC_LF,M,2019-09,5.9,
CAN,HUR,MEN,PC_LF,M,2019-10,6,
CAN,HUR,MEN,PC_LF,M,2019-11,6.3,
CAN,HUR,MEN,PC_LF,M,2019-12,6,
CAN,HUR,MEN,PC_LF,M,2020-01,5.8,
CAN,HUR,MEN,PC_LF,M,2020-02,5.9,
CAN,HUR,MEN,PC_LF,M,2020-03,7.2,
CAN,HUR,MEN,PC_LF,M,2020-04,12.7,
CAN,HUR,MEN,PC_LF,M,2020-05,13.5,
CAN,HUR,MEN,PC_LF,M,2020-06,12.2,
CAN,HUR,MEN,PC_LF,M,2020-07,11.4,
CAN,HUR,MEN,PC_LF,M,2020-08,10.9,
CAN,HUR,MEN,PC_LF,M,2020-09,9.7,
CAN,HUR,MEN,PC_LF,M,2020-10,9.4,
CAN,HUR,MEN,PC_LF,M,2020-11,8.9,
CAN,HUR,MEN,PC_LF,M,2020-12,8.9,
CAN,HUR,MEN,PC_LF,M,2021-01,9.2,
CAN,HUR,MEN,PC_LF,M,2021-02,8.2,
CAN,HUR,MEN,PC_LF,M,2021-03,7.6,
CAN,HUR,MEN,PC_LF,M,2021-04,8,
CAN,HUR,MEN,PC_LF,M,2021-05,8.1,
AUS,HUR,WOMEN,PC_LF,M,2005-01,5.268524,
AUS,HUR,WOMEN,PC_LF,M,2005-02,5.340715,
AUS,HUR,WOMEN,PC_LF,M,2005-03,5.518379,
AUS,HUR,WOMEN,PC_LF,M,2005-04,5.357077,
AUS,HUR,WOMEN,PC_LF,M,2005-05,5.347024,
AUS,HUR,WOMEN,PC_LF,M,2005-06,5.194775,
AUS,HUR,WOMEN,PC_LF,M,2005-07,5.259567,
AUS,HUR,WOMEN,PC_LF,M,2005-08,4.931415,
AUS,HUR,WOMEN,PC_LF,M,2005-09,5.118455,
AUS,HUR,WOMEN,PC_LF,M,2005-10,5.102548,
AUS,HUR,WOMEN,PC_LF,M,2005-11,4.927774,
AUS,HUR,WOMEN,PC_LF,M,2005-12,5.09253,
AUS,HUR,WOMEN,PC_LF,M,2006-01,5.231946,
AUS,HUR,WOMEN,PC_LF,M,2006-02,5.140298,
AUS,HUR,WOMEN,PC_LF,M,2006-03,4.933252,
AUS,HUR,WOMEN,PC_LF,M,2006-04,5.176423,
AUS,HUR,WOMEN,PC_LF,M,2006-05,4.911737,
AUS,HUR,WOMEN,PC_LF,M,2006-06,4.974329,
AUS,HUR,WOMEN,PC_LF,M,2006-07,4.685443,
AUS,HUR,WOMEN,PC_LF,M,2006-08,4.823391,
AUS,HUR,WOMEN,PC_LF,M,2006-09,4.700113,
AUS,HUR,WOMEN,PC_LF,M,2006-10,4.62305,
AUS,HUR,WOMEN,PC_LF,M,2006-11,4.665091,
AUS,HUR,WOMEN,PC_LF,M,2006-12,4.950859,
AUS,HUR,WOMEN,PC_LF,M,2007-01,4.855333,
AUS,HUR,WOMEN,PC_LF,M,2007-02,5.061488,
AUS,HUR,WOMEN,PC_LF,M,2007-03,4.899565,
AUS,HUR,WOMEN,PC_LF,M,2007-04,4.827439,
AUS,HUR,WOMEN,PC_LF,M,2007-05,4.714917,
AUS,HUR,WOMEN,PC_LF,M,2007-06,4.789409,
AUS,HUR,WOMEN,PC_LF,M,2007-07,4.727365,
AUS,HUR,WOMEN,PC_LF,M,2007-08,4.705516,
AUS,HUR,WOMEN,PC_LF,M,2007-09,4.693318,
AUS,HUR,WOMEN,PC_LF,M,2007-10,4.727973,
AUS,HUR,WOMEN,PC_LF,M,2007-11,4.735,
AUS,HUR,WOMEN,PC_LF,M,2007-12,4.429146,
AUS,HUR,WOMEN,PC_LF,M,2008-01,4.737384,
AUS,HUR,WOMEN,PC_LF,M,2008-02,4.421787,
AUS,HUR,WOMEN,PC_LF,M,2008-03,4.23619,
AUS,HUR,WOMEN,PC_LF,M,2008-04,4.507046,
AUS,HUR,WOMEN,PC_LF,M,2008-05,4.565254,
AUS,HUR,WOMEN,PC_LF,M,2008-06,4.589264,
AUS,HUR,WOMEN,PC_LF,M,2008-07,4.769315,
AUS,HUR,WOMEN,PC_LF,M,2008-08,4.377342,
AUS,HUR,WOMEN,PC_LF,M,2008-09,4.604511,
AUS,HUR,WOMEN,PC_LF,M,2008-10,4.664669,
AUS,HUR,WOMEN,PC_LF,M,2008-11,4.843841,
AUS,HUR,WOMEN,PC_LF,M,2008-12,4.532752,
AUS,HUR,WOMEN,PC_LF,M,2009-01,4.763782,
AUS,HUR,WOMEN,PC_LF,M,2009-02,5.358239,
AUS,HUR,WOMEN,PC_LF,M,2009-03,5.654685,
AUS,HUR,WOMEN,PC_LF,M,2009-04,5.296074,
AUS,HUR,WOMEN,PC_LF,M,2009-05,5.372029,
AUS,HUR,WOMEN,PC_LF,M,2009-06,5.511264,
AUS,HUR,WOMEN,PC_LF,M,2009-07,5.283617,
AUS,HUR,WOMEN,PC_LF,M,2009-08,5.570463,
AUS,HUR,WOMEN,PC_LF,M,2009-09,5.588328,
AUS,HUR,WOMEN,PC_LF,M,2009-10,5.512448,
AUS,HUR,WOMEN,PC_LF,M,2009-11,5.403605,
AUS,HUR,WOMEN,PC_LF,M,2009-12,5.40078,
AUS,HUR,WOMEN,PC_LF,M,2010-01,5.325566,
AUS,HUR,WOMEN,PC_LF,M,2010-02,5.269348,
AUS,HUR,WOMEN,PC_LF,M,2010-03,5.29105,
AUS,HUR,WOMEN,PC_LF,M,2010-04,5.548248,
AUS,HUR,WOMEN,PC_LF,M,2010-05,5.225036,
AUS,HUR,WOMEN,PC_LF,M,2010-06,5.236773,
AUS,HUR,WOMEN,PC_LF,M,2010-07,5.478973,
AUS,HUR,WOMEN,PC_LF,M,2010-08,5.398531,
AUS,HUR,WOMEN,PC_LF,M,2010-09,5.273656,
AUS,HUR,WOMEN,PC_LF,M,2010-10,5.587178,
AUS,HUR,WOMEN,PC_LF,M,2010-11,5.569653,
AUS,HUR,WOMEN,PC_LF,M,2010-12,5.21767,
AUS,HUR,WOMEN,PC_LF,M,2011-01,5.362941,
AUS,HUR,WOMEN,PC_LF,M,2011-02,5.181924,
AUS,HUR,WOMEN,PC_LF,M,2011-03,5.34068,
AUS,HUR,WOMEN,PC_LF,M,2011-04,5.053498,
AUS,HUR,WOMEN,PC_LF,M,2011-05,5.330728,
AUS,HUR,WOMEN,PC_LF,M,2011-06,5.177819,
AUS,HUR,WOMEN,PC_LF,M,2011-07,5.295505,
AUS,HUR,WOMEN,PC_LF,M,2011-08,5.308824,
AUS,HUR,WOMEN,PC_LF,M,2011-09,5.32729,
AUS,HUR,WOMEN,PC_LF,M,2011-10,5.17607,
AUS,HUR,WOMEN,PC_LF,M,2011-11,5.385407,
AUS,HUR,WOMEN,PC_LF,M,2011-12,5.576545,
AUS,HUR,WOMEN,PC_LF,M,2012-01,5.245312,
AUS,HUR,WOMEN,PC_LF,M,2012-02,5.340891,
AUS,HUR,WOMEN,PC_LF,M,2012-03,5.328985,
AUS,HUR,WOMEN,PC_LF,M,2012-04,5.112176,
AUS,HUR,WOMEN,PC_LF,M,2012-05,5.47846,
AUS,HUR,WOMEN,PC_LF,M,2012-06,5.478668,
AUS,HUR,WOMEN,PC_LF,M,2012-07,5.242645,
AUS,HUR,WOMEN,PC_LF,M,2012-08,5.037956,
AUS,HUR,WOMEN,PC_LF,M,2012-09,5.26383,
AUS,HUR,WOMEN,PC_LF,M,2012-10,5.534719,
AUS,HUR,WOMEN,PC_LF,M,2012-11,5.229387,
AUS,HUR,WOMEN,PC_LF,M,2012-12,5.485236,
AUS,HUR,WOMEN,PC_LF,M,2013-01,5.355954,
AUS,HUR,WOMEN,PC_LF,M,2013-02,5.403136,
AUS,HUR,WOMEN,PC_LF,M,2013-03,5.550644,
AUS,HUR,WOMEN,PC_LF,M,2013-04,5.603123,
AUS,HUR,WOMEN,PC_LF,M,2013-05,5.609792,
AUS,HUR,WOMEN,PC_LF,M,2013-06,5.633134,
AUS,HUR,WOMEN,PC_LF,M,2013-07,5.566856,
AUS,HUR,WOMEN,PC_LF,M,2013-08,5.76053,
AUS,HUR,WOMEN,PC_LF,M,2013-09,5.677231,
AUS,HUR,WOMEN,PC_LF,M,2013-10,5.684278,
AUS,HUR,WOMEN,PC_LF,M,2013-11,5.662976,
AUS,HUR,WOMEN,PC_LF,M,2013-12,5.73512,
AUS,HUR,WOMEN,PC_LF,M,2014-01,6.006853,
AUS,HUR,WOMEN,PC_LF,M,2014-02,5.985219,
AUS,HUR,WOMEN,PC_LF,M,2014-03,6.134084,
AUS,HUR,WOMEN,PC_LF,M,2014-04,5.806205,
AUS,HUR,WOMEN,PC_LF,M,2014-05,6.070768,
AUS,HUR,WOMEN,PC_LF,M,2014-06,6.019378,
AUS,HUR,WOMEN,PC_LF,M,2014-07,6.170313,
AUS,HUR,WOMEN,PC_LF,M,2014-08,6.122201,
AUS,HUR,WOMEN,PC_LF,M,2014-09,6.412832,
AUS,HUR,WOMEN,PC_LF,M,2014-10,6.500663,
AUS,HUR,WOMEN,PC_LF,M,2014-11,6.268033,
AUS,HUR,WOMEN,PC_LF,M,2014-12,6.238813,
AUS,HUR,WOMEN,PC_LF,M,2015-01,6.278502,
AUS,HUR,WOMEN,PC_LF,M,2015-02,6.149306,
AUS,HUR,WOMEN,PC_LF,M,2015-03,6.127616,
AUS,HUR,WOMEN,PC_LF,M,2015-04,6.077133,
AUS,HUR,WOMEN,PC_LF,M,2015-05,5.911216,
AUS,HUR,WOMEN,PC_LF,M,2015-06,5.985404,
AUS,HUR,WOMEN,PC_LF,M,2015-07,6.546834,
AUS,HUR,WOMEN,PC_LF,M,2015-08,5.996649,
AUS,HUR,WOMEN,PC_LF,M,2015-09,6.132823,
AUS,HUR,WOMEN,PC_LF,M,2015-10,5.903071,
AUS,HUR,WOMEN,PC_LF,M,2015-11,5.98987,
AUS,HUR,WOMEN,PC_LF,M,2015-12,5.891514,
AUS,HUR,WOMEN,PC_LF,M,2016-01,6.000887,
AUS,HUR,WOMEN,PC_LF,M,2016-02,5.81844,
AUS,HUR,WOMEN,PC_LF,M,2016-03,5.666025,
AUS,HUR,WOMEN,PC_LF,M,2016-04,5.718009,
AUS,HUR,WOMEN,PC_LF,M,2016-05,5.771817,
AUS,HUR,WOMEN,PC_LF,M,2016-06,5.970135,
AUS,HUR,WOMEN,PC_LF,M,2016-07,5.877513,
AUS,HUR,WOMEN,PC_LF,M,2016-08,5.613393,
AUS,HUR,WOMEN,PC_LF,M,2016-09,5.689164,
AUS,HUR,WOMEN,PC_LF,M,2016-10,5.619746,
AUS,HUR,WOMEN,PC_LF,M,2016-11,5.861544,
AUS,HUR,WOMEN,PC_LF,M,2016-12,5.847427,
AUS,HUR,WOMEN,PC_LF,M,2017-01,5.85464,
AUS,HUR,WOMEN,PC_LF,M,2017-02,5.961023,
AUS,HUR,WOMEN,PC_LF,M,2017-03,6.039593,
AUS,HUR,WOMEN,PC_LF,M,2017-04,5.905089,
AUS,HUR,WOMEN,PC_LF,M,2017-05,5.594179,
AUS,HUR,WOMEN,PC_LF,M,2017-06,5.628103,
AUS,HUR,WOMEN,PC_LF,M,2017-07,5.6165,
AUS,HUR,WOMEN,PC_LF,M,2017-08,5.520205,
AUS,HUR,WOMEN,PC_LF,M,2017-09,5.470688,
AUS,HUR,WOMEN,PC_LF,M,2017-10,5.494823,
AUS,HUR,WOMEN,PC_LF,M,2017-11,5.478709,
AUS,HUR,WOMEN,PC_LF,M,2017-12,5.520082,
AUS,HUR,WOMEN,PC_LF,M,2018-01,5.624197,
AUS,HUR,WOMEN,PC_LF,M,2018-02,5.642747,
AUS,HUR,WOMEN,PC_LF,M,2018-03,5.56767,
AUS,HUR,WOMEN,PC_LF,M,2018-04,5.481895,
AUS,HUR,WOMEN,PC_LF,M,2018-05,5.407894,
AUS,HUR,WOMEN,PC_LF,M,2018-06,5.08459,
AUS,HUR,WOMEN,PC_LF,M,2018-07,5.229961,
AUS,HUR,WOMEN,PC_LF,M,2018-08,5.332605,
AUS,HUR,WOMEN,PC_LF,M,2018-09,5.213071,
AUS,HUR,WOMEN,PC_LF,M,2018-10,5.022162,
AUS,HUR,WOMEN,PC_LF,M,2018-11,5.058611,
AUS,HUR,WOMEN,PC_LF,M,2018-12,5.075475,
AUS,HUR,WOMEN,PC_LF,M,2019-01,5.20695,
AUS,HUR,WOMEN,PC_LF,M,2019-02,4.978651,
AUS,HUR,WOMEN,PC_LF,M,2019-03,5.12076,
AUS,HUR,WOMEN,PC_LF,M,2019-04,5.183688,
AUS,HUR,WOMEN,PC_LF,M,2019-05,5.128745,
AUS,HUR,WOMEN,PC_LF,M,2019-06,5.237619,
AUS,HUR,WOMEN,PC_LF,M,2019-07,5.287177,
AUS,HUR,WOMEN,PC_LF,M,2019-08,5.167667,
AUS,HUR,WOMEN,PC_LF,M,2019-09,4.987639,
AUS,HUR,WOMEN,PC_LF,M,2019-10,5.120261,
AUS,HUR,WOMEN,PC_LF,M,2019-11,5.055183,
AUS,HUR,WOMEN,PC_LF,M,2019-12,4.87557,
AUS,HUR,WOMEN,PC_LF,M,2020-01,5.213744,
AUS,HUR,WOMEN,PC_LF,M,2020-02,4.924502,
AUS,HUR,WOMEN,PC_LF,M,2020-03,5.172637,
AUS,HUR,WOMEN,PC_LF,M,2020-04,5.977693,
AUS,HUR,WOMEN,PC_LF,M,2020-05,6.927814,
AUS,HUR,WOMEN,PC_LF,M,2020-06,7.310815,
AUS,HUR,WOMEN,PC_LF,M,2020-07,7.514402,
AUS,HUR,WOMEN,PC_LF,M,2020-08,6.566912,
AUS,HUR,WOMEN,PC_LF,M,2020-09,6.663155,
AUS,HUR,WOMEN,PC_LF,M,2020-10,6.985443,
AUS,HUR,WOMEN,PC_LF,M,2020-11,7.13959,
AUS,HUR,WOMEN,PC_LF,M,2020-12,6.525904,
AUS,HUR,WOMEN,PC_LF,M,2021-01,6.272995,
AUS,HUR,WOMEN,PC_LF,M,2021-02,5.542605,
AUS,HUR,WOMEN,PC_LF,M,2021-03,5.376984,
AUS,HUR,WOMEN,PC_LF,M,2021-04,5.154897,
COL,HUR,MEN,PC_LF,M,2007-01,8.96942,
COL,HUR,MEN,PC_LF,M,2007-02,9.128689,
COL,HUR,MEN,PC_LF,M,2007-03,8.759576,
COL,HUR,MEN,PC_LF,M,2007-04,7.939803,
COL,HUR,MEN,PC_LF,M,2007-05,8.701355,
COL,HUR,MEN,PC_LF,M,2007-06,9.530465,
COL,HUR,MEN,PC_LF,M,2007-07,8.476915,
COL,HUR,MEN,PC_LF,M,2007-08,8.773658,
COL,HUR,MEN,PC_LF,M,2007-09,9.000922,
COL,HUR,MEN,PC_LF,M,2007-10,8.839334,
COL,HUR,MEN,PC_LF,M,2007-11,8.268147,
COL,HUR,MEN,PC_LF,M,2007-12,8.482886,
COL,HUR,MEN,PC_LF,M,2008-01,8.593393,
COL,HUR,MEN,PC_LF,M,2008-02,8.012213,
COL,HUR,MEN,PC_LF,M,2008-03,8.563725,
COL,HUR,MEN,PC_LF,M,2008-04,8.4486,
COL,HUR,MEN,PC_LF,M,2008-05,8.668289,
COL,HUR,MEN,PC_LF,M,2008-06,8.975742,
COL,HUR,MEN,PC_LF,M,2008-07,8.910676,
COL,HUR,MEN,PC_LF,M,2008-08,8.924372,
COL,HUR,MEN,PC_LF,M,2008-09,8.597117,
COL,HUR,MEN,PC_LF,M,2008-10,9.243724,
COL,HUR,MEN,PC_LF,M,2008-11,10.13361,
COL,HUR,MEN,PC_LF,M,2008-12,9.369777,
COL,HUR,MEN,PC_LF,M,2009-01,9.136333,
COL,HUR,MEN,PC_LF,M,2009-02,8.662237,
COL,HUR,MEN,PC_LF,M,2009-03,9.466327,
COL,HUR,MEN,PC_LF,M,2009-04,9.477615,
COL,HUR,MEN,PC_LF,M,2009-05,9.104004,
COL,HUR,MEN,PC_LF,M,2009-06,8.890998,
COL,HUR,MEN,PC_LF,M,2009-07,9.401079,
COL,HUR,MEN,PC_LF,M,2009-08,8.849255,
COL,HUR,MEN,PC_LF,M,2009-09,10.01252,
COL,HUR,MEN,PC_LF,M,2009-10,9.861407,
COL,HUR,MEN,PC_LF,M,2009-11,9.898133,
COL,HUR,MEN,PC_LF,M,2009-12,9.605956,
COL,HUR,MEN,PC_LF,M,2010-01,9.813261,
COL,HUR,MEN,PC_LF,M,2010-02,9.090598,
COL,HUR,MEN,PC_LF,M,2010-03,8.671388,
COL,HUR,MEN,PC_LF,M,2010-04,9.520454,
COL,HUR,MEN,PC_LF,M,2010-05,9.284333,
COL,HUR,MEN,PC_LF,M,2010-06,9.102855,
COL,HUR,MEN,PC_LF,M,2010-07,9.409191,
COL,HUR,MEN,PC_LF,M,2010-08,8.470045,
COL,HUR,MEN,PC_LF,M,2010-09,8.274395,
COL,HUR,MEN,PC_LF,M,2010-10,8.418381,
COL,HUR,MEN,PC_LF,M,2010-11,9.184905,
COL,HUR,MEN,PC_LF,M,2010-12,8.774765,
COL,HUR,MEN,PC_LF,M,2011-01,8.461615,
COL,HUR,MEN,PC_LF,M,2011-02,8.618073,
COL,HUR,MEN,PC_LF,M,2011-03,8.018784,
COL,HUR,MEN,PC_LF,M,2011-04,8.172801,
COL,HUR,MEN,PC_LF,M,2011-05,8.746582,
COL,HUR,MEN,PC_LF,M,2011-06,8.850831,
COL,HUR,MEN,PC_LF,M,2011-07,8.306456,
COL,HUR,MEN,PC_LF,M,2011-08,8.035048,
COL,HUR,MEN,PC_LF,M,2011-09,7.420534,
COL,HUR,MEN,PC_LF,M,2011-10,7.791468,
COL,HUR,MEN,PC_LF,M,2011-11,8.151568,
COL,HUR,MEN,PC_LF,M,2011-12,8.104527,
COL,HUR,MEN,PC_LF,M,2012-01,7.359781,
COL,HUR,MEN,PC_LF,M,2012-02,8.026264,
COL,HUR,MEN,PC_LF,M,2012-03,7.838579,
COL,HUR,MEN,PC_LF,M,2012-04,8.450838,
COL,HUR,MEN,PC_LF,M,2012-05,7.887378,
COL,HUR,MEN,PC_LF,M,2012-06,7.620956,
COL,HUR,MEN,PC_LF,M,2012-07,7.982106,
COL,HUR,MEN,PC_LF,M,2012-08,7.712563,
COL,HUR,MEN,PC_LF,M,2012-09,8.497476,
COL,HUR,MEN,PC_LF,M,2012-10,7.623595,
COL,HUR,MEN,PC_LF,M,2012-11,8.171961,
COL,HUR,MEN,PC_LF,M,2012-12,7.558414,
COL,HUR,MEN,PC_LF,M,2013-01,7.705522,
COL,HUR,MEN,PC_LF,M,2013-02,8.277482,
COL,HUR,MEN,PC_LF,M,2013-03,8.077244,
COL,HUR,MEN,PC_LF,M,2013-04,7.749379,
COL,HUR,MEN,PC_LF,M,2013-05,7.423891,
COL,HUR,MEN,PC_LF,M,2013-06,7.453027,
COL,HUR,MEN,PC_LF,M,2013-07,6.985094,
COL,HUR,MEN,PC_LF,M,2013-08,7.271882,
COL,HUR,MEN,PC_LF,M,2013-09,7.326077,
COL,HUR,MEN,PC_LF,M,2013-10,6.881887,
COL,HUR,MEN,PC_LF,M,2013-11,7.355494,
COL,HUR,MEN,PC_LF,M,2013-12,6.452062,
COL,HUR,MEN,PC_LF,M,2014-01,6.743121,
COL,HUR,MEN,PC_LF,M,2014-02,7.164267,
COL,HUR,MEN,PC_LF,M,2014-03,7.413782,
COL,HUR,MEN,PC_LF,M,2014-04,6.854661,
COL,HUR,MEN,PC_LF,M,2014-05,6.64055,
COL,HUR,MEN,PC_LF,M,2014-06,7.227489,
COL,HUR,MEN,PC_LF,M,2014-07,7.173645,
COL,HUR,MEN,PC_LF,M,2014-08,7.18285,
COL,HUR,MEN,PC_LF,M,2014-09,6.734645,
COL,HUR,MEN,PC_LF,M,2014-10,6.941809,
COL,HUR,MEN,PC_LF,M,2014-11,6.483573,
COL,HUR,MEN,PC_LF,M,2014-12,7.559978,
COL,HUR,MEN,PC_LF,M,2015-01,6.80255,
COL,HUR,MEN,PC_LF,M,2015-02,6.592593,
COL,HUR,MEN,PC_LF,M,2015-03,6.626226,
COL,HUR,MEN,PC_LF,M,2015-04,7.169531,
COL,HUR,MEN,PC_LF,M,2015-05,6.875703,
COL,HUR,MEN,PC_LF,M,2015-06,6.009925,
COL,HUR,MEN,PC_LF,M,2015-07,6.782856,
COL,HUR,MEN,PC_LF,M,2015-08,6.742225,
COL,HUR,MEN,PC_LF,M,2015-09,7.277354,
COL,HUR,MEN,PC_LF,M,2015-10,6.968302,
COL,HUR,MEN,PC_LF,M,2015-11,6.253543,
COL,HUR,MEN,PC_LF,M,2015-12,6.901192,
COL,HUR,MEN,PC_LF,M,2016-01,7.036444,
COL,HUR,MEN,PC_LF,M,2016-02,7.01299,
COL,HUR,MEN,PC_LF,M,2016-03,7.797013,
COL,HUR,MEN,PC_LF,M,2016-04,6.574973,
COL,HUR,MEN,PC_LF,M,2016-05,6.729432,
