\LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ISL,HUR,WOMEN,PC_LF,M,2019-01,2.6,
ISL,HUR,WOMEN,PC_LF,M,2019-02,2.6,
ISL,HUR,WOMEN,PC_LF,M,2019-03,2.7,
ISL,HUR,WOMEN,PC_LF,M,2019-04,2.8,
ISL,HUR,WOMEN,PC_LF,M,2019-05,3,
ISL,HUR,WOMEN,PC_LF,M,2019-06,3.4,
ISL,HUR,WOMEN,PC_LF,M,2019-07,3.7,
ISL,HUR,WOMEN,PC_LF,M,2019-08,4,
ISL,HUR,WOMEN,PC_LF,M,2019-09,4.2,
ISL,HUR,WOMEN,PC_LF,M,2019-10,4.2,
ISL,HUR,WOMEN,PC_LF,M,2019-11,4.3,
ISL,HUR,WOMEN,PC_LF,M,2019-12,4.5,
ISL,HUR,WOMEN,PC_LF,M,2020-01,4.8,
ISL,HUR,WOMEN,PC_LF,M,2020-02,5.1,
ISL,HUR,WOMEN,PC_LF,M,2020-03,5.4,
ISL,HUR,WOMEN,PC_LF,M,2020-04,5.8,
ISL,HUR,WOMEN,PC_LF,M,2020-05,6,
ISL,HUR,WOMEN,PC_LF,M,2020-06,6,
ISL,HUR,WOMEN,PC_LF,M,2020-07,6,
ISL,HUR,WOMEN,PC_LF,M,2020-08,6.2,
ISL,HUR,WOMEN,PC_LF,M,2020-09,6.5,
ISL,HUR,WOMEN,PC_LF,M,2020-10,6.9,
ISL,HUR,WOMEN,PC_LF,M,2020-11,7.3,
ISL,HUR,WOMEN,PC_LF,M,2020-12,7.7,
ISL,HUR,WOMEN,PC_LF,M,2021-01,8.2,
ISL,HUR,WOMEN,PC_LF,M,2021-02,8.6,
ISL,HUR,WOMEN,PC_LF,M,2021-03,8.9,
ISL,HUR,WOMEN,PC_LF,M,2021-04,9.1,
IRL,HUR,MEN,PC_LF,M,2005-01,4.4,
IRL,HUR,MEN,PC_LF,M,2005-02,4.3,
IRL,HUR,MEN,PC_LF,M,2005-03,4.5,
IRL,HUR,MEN,PC_LF,M,2005-04,4.8,
IRL,HUR,MEN,PC_LF,M,2005-05,5,
IRL,HUR,MEN,PC_LF,M,2005-06,4.9,
IRL,HUR,MEN,PC_LF,M,2005-07,4.8,
IRL,HUR,MEN,PC_LF,M,2005-08,4.7,
IRL,HUR,MEN,PC_LF,M,2005-09,4.6,
IRL,HUR,MEN,PC_LF,M,2005-10,4.5,
IRL,HUR,MEN,PC_LF,M,2005-11,4.4,
IRL,HUR,MEN,PC_LF,M,2005-12,4.5,
IRL,HUR,MEN,PC_LF,M,2006-01,4.6,
IRL,HUR,MEN,PC_LF,M,2006-02,4.6,
IRL,HUR,MEN,PC_LF,M,2006-03,4.6,
IRL,HUR,MEN,PC_LF,M,2006-04,4.5,
IRL,HUR,MEN,PC_LF,M,2006-05,4.6,
IRL,HUR,MEN,PC_LF,M,2006-06,4.7,
IRL,HUR,MEN,PC_LF,M,2006-07,4.9,
IRL,HUR,MEN,PC_LF,M,2006-08,5,
IRL,HUR,MEN,PC_LF,M,2006-09,4.9,
IRL,HUR,MEN,PC_LF,M,2006-10,4.6,
IRL,HUR,MEN,PC_LF,M,2006-11,4.5,
IRL,HUR,MEN,PC_LF,M,2006-12,4.6,
IRL,HUR,MEN,PC_LF,M,2007-01,4.8,
IRL,HUR,MEN,PC_LF,M,2007-02,4.9,
IRL,HUR,MEN,PC_LF,M,2007-03,5,
IRL,HUR,MEN,PC_LF,M,2007-04,4.9,
IRL,HUR,MEN,PC_LF,M,2007-05,4.8,
IRL,HUR,MEN,PC_LF,M,2007-06,4.8,
IRL,HUR,MEN,PC_LF,M,2007-07,4.9,
IRL,HUR,MEN,PC_LF,M,2007-08,4.9,
IRL,HUR,MEN,PC_LF,M,2007-09,5.1,
IRL,HUR,MEN,PC_LF,M,2007-10,5.3,
IRL,HUR,MEN,PC_LF,M,2007-11,5.5,
IRL,HUR,MEN,PC_LF,M,2007-12,5.6,
IRL,HUR,MEN,PC_LF,M,2008-01,5.8,
IRL,HUR,MEN,PC_LF,M,2008-02,5.9,
IRL,HUR,MEN,PC_LF,M,2008-03,6.1,
IRL,HUR,MEN,PC_LF,M,2008-04,6.3,
IRL,HUR,MEN,PC_LF,M,2008-05,6.6,
IRL,HUR,MEN,PC_LF,M,2008-06,7,
IRL,HUR,MEN,PC_LF,M,2008-07,7.7,
IRL,HUR,MEN,PC_LF,M,2008-08,8.2,
IRL,HUR,MEN,PC_LF,M,2008-09,8.7,
IRL,HUR,MEN,PC_LF,M,2008-10,9.3,
IRL,HUR,MEN,PC_LF,M,2008-11,9.9,
IRL,HUR,MEN,PC_LF,M,2008-12,10.6,
IRL,HUR,MEN,PC_LF,M,2009-01,11.9,
IRL,HUR,MEN,PC_LF,M,2009-02,12.9,
IRL,HUR,MEN,PC_LF,M,2009-03,13.9,
IRL,HUR,MEN,PC_LF,M,2009-04,14.7,
IRL,HUR,MEN,PC_LF,M,2009-05,15.3,
IRL,HUR,MEN,PC_LF,M,2009-06,15.6,
IRL,HUR,MEN,PC_LF,M,2009-07,15.7,
IRL,HUR,MEN,PC_LF,M,2009-08,15.7,
IRL,HUR,MEN,PC_LF,M,2009-09,16.3,
IRL,HUR,MEN,PC_LF,M,2009-10,16.5,
IRL,HUR,MEN,PC_LF,M,2009-11,16.7,
IRL,HUR,MEN,PC_LF,M,2009-12,16.7,
IRL,HUR,MEN,PC_LF,M,2010-01,16.7,
IRL,HUR,MEN,PC_LF,M,2010-02,16.5,
IRL,HUR,MEN,PC_LF,M,2010-03,16.6,
IRL,HUR,MEN,PC_LF,M,2010-04,16.7,
IRL,HUR,MEN,PC_LF,M,2010-05,16.9,
IRL,HUR,MEN,PC_LF,M,2010-06,16.9,
IRL,HUR,MEN,PC_LF,M,2010-07,16.9,
IRL,HUR,MEN,PC_LF,M,2010-08,16.9,
IRL,HUR,MEN,PC_LF,M,2010-09,17.6,
IRL,HUR,MEN,PC_LF,M,2010-10,18,
IRL,HUR,MEN,PC_LF,M,2010-11,18.1,
IRL,HUR,MEN,PC_LF,M,2010-12,18.1,
IRL,HUR,MEN,PC_LF,M,2011-01,17.8,
IRL,HUR,MEN,PC_LF,M,2011-02,17.6,
IRL,HUR,MEN,PC_LF,M,2011-03,17.4,
IRL,HUR,MEN,PC_LF,M,2011-04,17.4,
IRL,HUR,MEN,PC_LF,M,2011-05,17.4,
IRL,HUR,MEN,PC_LF,M,2011-06,17.6,
IRL,HUR,MEN,PC_LF,M,2011-07,17.8,
IRL,HUR,MEN,PC_LF,M,2011-08,18,
IRL,HUR,MEN,PC_LF,M,2011-09,17.9,
IRL,HUR,MEN,PC_LF,M,2011-10,18,
IRL,HUR,MEN,PC_LF,M,2011-11,18.1,
IRL,HUR,MEN,PC_LF,M,2011-12,18.4,
IRL,HUR,MEN,PC_LF,M,2012-01,17.8,
IRL,HUR,MEN,PC_LF,M,2012-02,18.4,
IRL,HUR,MEN,PC_LF,M,2012-03,18.4,
IRL,HUR,MEN,PC_LF,M,2012-04,18.1,
IRL,HUR,MEN,PC_LF,M,2012-05,17.9,
IRL,HUR,MEN,PC_LF,M,2012-06,17.9,
IRL,HUR,MEN,PC_LF,M,2012-07,18,
IRL,HUR,MEN,PC_LF,M,2012-08,17.8,
IRL,HUR,MEN,PC_LF,M,2012-09,17.6,
IRL,HUR,MEN,PC_LF,M,2012-10,17.5,
IRL,HUR,MEN,PC_LF,M,2012-11,17.1,
IRL,HUR,MEN,PC_LF,M,2012-12,16.7,
IRL,HUR,MEN,PC_LF,M,2013-01,16.1,
IRL,HUR,MEN,PC_LF,M,2013-02,15.9,
IRL,HUR,MEN,PC_LF,M,2013-03,15.5,
IRL,HUR,MEN,PC_LF,M,2013-04,15.6,
IRL,HUR,MEN,PC_LF,M,2013-05,15.6,
IRL,HUR,MEN,PC_LF,M,2013-06,15.4,
IRL,HUR,MEN,PC_LF,M,2013-07,15,
IRL,HUR,MEN,PC_LF,M,2013-08,14.7,
IRL,HUR,MEN,PC_LF,M,2013-09,14.3,
IRL,HUR,MEN,PC_LF,M,2013-10,13.8,
IRL,HUR,MEN,PC_LF,M,2013-11,13.5,
IRL,HUR,MEN,PC_LF,M,2013-12,13.4,
IRL,HUR,MEN,PC_LF,M,2014-01,13.6,
IRL,HUR,MEN,PC_LF,M,2014-02,13.8,
IRL,HUR,MEN,PC_LF,M,2014-03,13.7,
IRL,HUR,MEN,PC_LF,M,2014-04,13.4,
IRL,HUR,MEN,PC_LF,M,2014-05,13.2,
IRL,HUR,MEN,PC_LF,M,2014-06,12.9,
IRL,HUR,MEN,PC_LF,M,2014-07,12.6,
IRL,HUR,MEN,PC_LF,M,2014-08,12.3,
IRL,HUR,MEN,PC_LF,M,2014-09,12.1,
IRL,HUR,MEN,PC_LF,M,2014-10,11.8,
IRL,HUR,MEN,PC_LF,M,2014-11,11.6,
IRL,HUR,MEN,PC_LF,M,2014-12,11.6,
IRL,HUR,MEN,PC_LF,M,2015-01,11.7,
IRL,HUR,MEN,PC_LF,M,2015-02,11.7,
IRL,HUR,MEN,PC_LF,M,2015-03,11.4,
IRL,HUR,MEN,PC_LF,M,2015-04,11,
IRL,HUR,MEN,PC_LF,M,2015-05,10.7,
IRL,HUR,MEN,PC_LF,M,2015-06,10.5,
IRL,HUR,MEN,PC_LF,M,2015-07,10.3,
IRL,HUR,MEN,PC_LF,M,2015-08,10.3,
IRL,HUR,MEN,PC_LF,M,2015-09,10.5,
IRL,HUR,MEN,PC_LF,M,2015-10,10.6,
IRL,HUR,MEN,PC_LF,M,2015-11,10.7,
IRL,HUR,MEN,PC_LF,M,2015-12,10.3,
IRL,HUR,MEN,PC_LF,M,2016-01,10.3,
IRL,HUR,MEN,PC_LF,M,2016-02,10.1,
IRL,HUR,MEN,PC_LF,M,2016-03,9.8,
IRL,HUR,MEN,PC_LF,M,2016-04,9.7,
IRL,HUR,MEN,PC_LF,M,2016-05,9.5,
IRL,HUR,MEN,PC_LF,M,2016-06,9.3,
IRL,HUR,MEN,PC_LF,M,2016-07,9.2,
IRL,HUR,MEN,PC_LF,M,2016-08,8.9,
IRL,HUR,MEN,PC_LF,M,2016-09,8.5,
IRL,HUR,MEN,PC_LF,M,2016-10,8.1,
IRL,HUR,MEN,PC_LF,M,2016-11,7.7,
IRL,HUR,MEN,PC_LF,M,2016-12,7.6,
IRL,HUR,MEN,PC_LF,M,2017-01,7.6,
IRL,HUR,MEN,PC_LF,M,2017-02,7.5,
IRL,HUR,MEN,PC_LF,M,2017-03,7.5,
IRL,HUR,MEN,PC_LF,M,2017-04,7.4,
IRL,HUR,MEN,PC_LF,M,2017-05,7.3,
IRL,HUR,MEN,PC_LF,M,2017-06,7.2,
IRL,HUR,MEN,PC_LF,M,2017-07,7,
IRL,HUR,MEN,PC_LF,M,2017-08,6.8,
IRL,HUR,MEN,PC_LF,M,2017-09,6.8,
IRL,HUR,MEN,PC_LF,M,2017-10,6.8,
IRL,HUR,MEN,PC_LF,M,2017-11,6.7,
IRL,HUR,MEN,PC_LF,M,2017-12,6.5,
IRL,HUR,MEN,PC_LF,M,2018-01,6.2,
IRL,HUR,MEN,PC_LF,M,2018-02,6.1,
IRL,HUR,MEN,PC_LF,M,2018-03,5.9,
IRL,HUR,MEN,PC_LF,M,2018-04,6.1,
IRL,HUR,MEN,PC_LF,M,2018-05,6.2,
IRL,HUR,MEN,PC_LF,M,2018-06,6,
IRL,HUR,MEN,PC_LF,M,2018-07,5.7,
IRL,HUR,MEN,PC_LF,M,2018-08,5.5,
IRL,HUR,MEN,PC_LF,M,2018-09,5.5,
IRL,HUR,MEN,PC_LF,M,2018-10,5.6,
IRL,HUR,MEN,PC_LF,M,2018-11,5.6,
IRL,HUR,MEN,PC_LF,M,2018-12,5.6,
IRL,HUR,MEN,PC_LF,M,2019-01,5.4,
IRL,HUR,MEN,PC_LF,M,2019-02,5.4,
IRL,HUR,MEN,PC_LF,M,2019-03,5.4,
IRL,HUR,MEN,PC_LF,M,2019-04,5.4,
IRL,HUR,MEN,PC_LF,M,2019-05,5.5,
IRL,HUR,MEN,PC_LF,M,2019-06,5.4,
IRL,HUR,MEN,PC_LF,M,2019-07,5.3,
IRL,HUR,MEN,PC_LF,M,2019-08,5.1,
IRL,HUR,MEN,PC_LF,M,2019-09,5,
IRL,HUR,MEN,PC_LF,M,2019-10,4.8,
IRL,HUR,MEN,PC_LF,M,2019-11,4.9,
IRL,HUR,MEN,PC_LF,M,2019-12,5,
IRL,HUR,MEN,PC_LF,M,2020-01,5.2,
IRL,HUR,MEN,PC_LF,M,2020-02,5.1,
IRL,HUR,MEN,PC_LF,M,2020-03,5,
IRL,HUR,MEN,PC_LF,M,2020-04,4.9,
IRL,HUR,MEN,PC_LF,M,2020-05,5,
IRL,HUR,MEN,PC_LF,M,2020-06,5.4,
IRL,HUR,MEN,PC_LF,M,2020-07,6,
IRL,HUR,MEN,PC_LF,M,2020-08,6.2,
IRL,HUR,MEN,PC_LF,M,2020-09,6.4,
IRL,HUR,MEN,PC_LF,M,2020-10,6.2,
IRL,HUR,MEN,PC_LF,M,2020-11,6.2,
IRL,HUR,MEN,PC_LF,M,2020-12,6,
IRL,HUR,MEN,PC_LF,M,2021-01,6,
IRL,HUR,MEN,PC_LF,M,2021-02,5.8,
IRL,HUR,MEN,PC_LF,M,2021-03,5.8,
IRL,HUR,MEN,PC_LF,M,2021-04,5.8,
IRL,HUR,WOMEN,PC_LF,M,2005-01,4.4,
IRL,HUR,WOMEN,PC_LF,M,2005-02,4.4,
IRL,HUR,WOMEN,PC_LF,M,2005-03,4.6,
IRL,HUR,WOMEN,PC_LF,M,2005-04,4.7,
IRL,HUR,WOMEN,PC_LF,M,2005-05,4.9,
IRL,HUR,WOMEN,PC_LF,M,2005-06,4.8,
IRL,HUR,WOMEN,PC_LF,M,2005-07,4.8,
IRL,HUR,WOMEN,PC_LF,M,2005-08,4.7,
IRL,HUR,WOMEN,PC_LF,M,2005-09,4.6,
IRL,HUR,WOMEN,PC_LF,M,2005-10,4.6,
IRL,HUR,WOMEN,PC_LF,M,2005-11,4.7,
IRL,HUR,WOMEN,PC_LF,M,2005-12,4.7,
IRL,HUR,WOMEN,PC_LF,M,2006-01,4.8,
IRL,HUR,WOMEN,PC_LF,M,2006-02,4.9,
IRL,HUR,WOMEN,PC_LF,M,2006-03,4.9,
IRL,HUR,WOMEN,PC_LF,M,2006-04,5,
IRL,HUR,WOMEN,PC_LF,M,2006-05,4.9,
IRL,HUR,WOMEN,PC_LF,M,2006-06,5,
IRL,HUR,WOMEN,PC_LF,M,2006-07,5.1,
IRL,HUR,WOMEN,PC_LF,M,2006-08,5.1,
IRL,HUR,WOMEN,PC_LF,M,2006-09,4.9,
IRL,HUR,WOMEN,PC_LF,M,2006-10,4.7,
IRL,HUR,WOMEN,PC_LF,M,2006-11,4.6,
IRL,HUR,WOMEN,PC_LF,M,2006-12,4.7,
IRL,HUR,WOMEN,PC_LF,M,2007-01,4.8,
IRL,HUR,WOMEN,PC_LF,M,2007-02,4.9,
IRL,HUR,WOMEN,PC_LF,M,2007-03,5,
IRL,HUR,WOMEN,PC_LF,M,2007-04,5.2,
IRL,HUR,WOMEN,PC_LF,M,2007-05,5.2,
IRL,HUR,WOMEN,PC_LF,M,2007-06,5.2,
IRL,HUR,WOMEN,PC_LF,M,2007-07,4.9,
IRL,HUR,WOMEN,PC_LF,M,2007-08,4.8,
IRL,HUR,WOMEN,PC_LF,M,2007-09,4.7,
IRL,HUR,WOMEN,PC_LF,M,2007-10,4.8,
IRL,HUR,WOMEN,PC_LF,M,2007-11,4.9,
IRL,HUR,WOMEN,PC_LF,M,2007-12,4.9,
IRL,HUR,WOMEN,PC_LF,M,2008-01,4.7,
IRL,HUR,WOMEN,PC_LF,M,2008-02,4.6,
IRL,HUR,WOMEN,PC_LF,M,2008-03,4.8,
IRL,HUR,WOMEN,PC_LF,M,2008-04,4.7,
IRL,HUR,WOMEN,PC_LF,M,2008-05,5,
IRL,HUR,WOMEN,PC_LF,M,2008-06,5.4,
IRL,HUR,WOMEN,PC_LF,M,2008-07,6,
IRL,HUR,WOMEN,PC_LF,M,2008-08,6.4,
IRL,HUR,WOMEN,PC_LF,M,2008-09,6.5,
IRL,HUR,WOMEN,PC_LF,M,2008-10,6.6,
IRL,HUR,WOMEN,PC_LF,M,2008-11,6.8,
IRL,HUR,WOMEN,PC_LF,M,2008-12,7.1,
IRL,HUR,WOMEN,PC_LF,M,2009-01,7.8,
IRL,HUR,WOMEN,PC_LF,M,2009-02,8.3,
IRL,HUR,WOMEN,PC_LF,M,2009-03,8.7,
IRL,HUR,WOMEN,PC_LF,M,2009-04,9,
IRL,HUR,WOMEN,PC_LF,M,2009-05,9.3,
IRL,HUR,WOMEN,PC_LF,M,2009-06,9.4,
IRL,HUR,WOMEN,PC_LF,M,2009-07,9.8,
IRL,HUR,WOMEN,PC_LF,M,2009-08,10.1,
IRL,HUR,WOMEN,PC_LF,M,2009-09,10.5,
IRL,HUR,WOMEN,PC_LF,M,2009-10,10.4,
IRL,HUR,WOMEN,PC_LF,M,2009-11,10.4,
IRL,HUR,WOMEN,PC_LF,M,2009-12,10.2,
IRL,HUR,WOMEN,PC_LF,M,2010-01,10.3,
IRL,HUR,WOMEN,PC_LF,M,2010-02,10.2,
IRL,HUR,WOMEN,PC_LF,M,2010-03,10.6,
IRL,HUR,WOMEN,PC_LF,M,2010-04,11.1,
IRL,HUR,WOMEN,PC_LF,M,2010-05,11.6,
IRL,HUR,WOMEN,PC_LF,M,2010-06,11.4,
IRL,HUR,WOMEN,PC_LF,M,2010-07,11.1,
IRL,HUR,WOMEN,PC_LF,M,2010-08,11.4,
IRL,HUR,WOMEN,PC_LF,M,2010-09,11.8,
IRL,HUR,WOMEN,PC_LF,M,2010-10,12.6,
IRL,HUR,WOMEN,PC_LF,M,2010-11,12.8,
IRL,HUR,WOMEN,PC_LF,M,2010-12,12.6,
IRL,HUR,WOMEN,PC_LF,M,2011-01,12.5,
IRL,HUR,WOMEN,PC_LF,M,2011-02,12.1,
IRL,HUR,WOMEN,PC_LF,M,2011-03,11.9,
IRL,HUR,WOMEN,PC_LF,M,2011-04,12,
IRL,HUR,WOMEN,PC_LF,M,2011-05,12.1,
IRL,HUR,WOMEN,PC_LF,M,2011-06,12.3,
IRL,HUR,WOMEN,PC_LF,M,2011-07,12.8,
IRL,HUR,WOMEN,PC_LF,M,2011-08,12.7,
IRL,HUR,WOMEN,PC_LF,M,2011-09,12.9,
IRL,HUR,WOMEN,PC_LF,M,2011-10,12.7,
IRL,HUR,WOMEN,PC_LF,M,2011-11,13,
IRL,HUR,WOMEN,PC_LF,M,2011-12,13.3,
IRL,HUR,WOMEN,PC_LF,M,2012-01,13,
IRL,HUR,WOMEN,PC_LF,M,2012-02,13.4,
IRL,HUR,WOMEN,PC_LF,M,2012-03,13.4,
IRL,HUR,WOMEN,PC_LF,M,2012-04,12.8,
IRL,HUR,WOMEN,PC_LF,M,2012-05,12.6,
IRL,HUR,WOMEN,PC_LF,M,2012-06,12.5,
IRL,HUR,WOMEN,PC_LF,M,2012-07,12.7,
IRL,HUR,WOMEN,PC_LF,M,2012-08,12.8,
IRL,HUR,WOMEN,PC_LF,M,2012-09,12.6,
IRL,HUR,WOMEN,PC_LF,M,2012-10,12.5,
IRL,HUR,WOMEN,PC_LF,M,2012-11,12.5,
IRL,HUR,WOMEN,PC_LF,M,2012-12,12.6,
IRL,HUR,WOMEN,PC_LF,M,2013-01,12.9,
IRL,HUR,WOMEN,PC_LF,M,2013-02,13,
IRL,HUR,WOMEN,PC_LF,M,2013-03,13.1,
IRL,HUR,WOMEN,PC_LF,M,2013-04,13.1,
IRL,HUR,WOMEN,PC_LF,M,2013-05,13.1,
IRL,HUR,WOMEN,PC_LF,M,2013-06,12.6,
IRL,HUR,WOMEN,PC_LF,M,2013-07,11.9,
IRL,HUR,WOMEN,PC_LF,M,2013-08,11.7,
IRL,HUR,WOMEN,PC_LF,M,2013-09,11.7,
IRL,HUR,WOMEN,PC_LF,M,2013-10,12,
IRL,HUR,WOMEN,PC_LF,M,2013-11,12.1,
IRL,HUR,WOMEN,PC_LF,M,2013-12,12.1,
IRL,HUR,WOMEN,PC_LF,M,2014-01,12,
IRL,HUR,WOMEN,PC_LF,M,2014-02,11.8,
IRL,HUR,WOMEN,PC_LF,M,2014-03,11.5,
IRL,HUR,WOMEN,PC_LF,M,2014-04,11.3,
IRL,HUR,WOMEN,PC_LF,M,2014-05,11,
IRL,HUR,WOMEN,PC_LF,M,2014-06,10.9,
IRL,HUR,WOMEN,PC_LF,M,2014-07,11,
IRL,HUR,WOMEN,PC_LF,M,2014-08,10.9,
IRL,HUR,WOMEN,PC_LF,M,2014-09,10.7,
IRL,HUR,WOMEN,PC_LF,M,2014-10,10.2,
IRL,HUR,WOMEN,PC_LF,M,2014-11,9.8,
IRL,HUR,WOMEN,PC_LF,M,2014-12,9.7,
IRL,HUR,WOMEN,PC_LF,M,2015-01,9.6,
IRL,HUR,WOMEN,PC_LF,M,2015-02,9.6,
IRL,HUR,WOMEN,PC_LF,M,2015-03,9.6,
IRL,HUR,WOMEN,PC_LF,M,2015-04,9.5,
IRL,HUR,WOMEN,PC_LF,M,2015-05,9.4,
IRL,HUR,WOMEN,PC_LF,M,2015-06,9.2,
IRL,HUR,WOMEN,PC_LF,M,2015-07,8.8,
IRL,HUR,WOMEN,PC_LF,M,2015-08,8.6,
IRL,HUR,WOMEN,PC_LF,M,2015-09,8.5,
IRL,HUR,WOMEN,PC_LF,M,2015-10,8.3,
IRL,HUR,WOMEN,PC_LF,M,2015-11,8.2,
IRL,HUR,WOMEN,PC_LF,M,2015-12,7.7,
IRL,HUR,WOMEN,PC_LF,M,2016-01,7.7,
IRL,HUR,WOMEN,PC_LF,M,2016-02,7.6,
IRL,HUR,WOMEN,PC_LF,M,2016-03,7.8,
IRL,HUR,WOMEN,PC_LF,M,2016-04,8.1,
IRL,HUR,WOMEN,PC_LF,M,2016-05,8.1,
IRL,HUR,WOMEN,PC_LF,M,2016-06,8,
IRL,HUR,WOMEN,PC_LF,M,2016-07,7.6,
IRL,HUR,WOMEN,PC_LF,M,2016-08,7.5,
IRL,HUR,WOMEN,PC_LF,M,2016-09,7.2,
IRL,HUR,WOMEN,PC_LF,M,2016-10,7.1,
IRL,HUR,WOMEN,PC_LF,M,2016-11,7.1,
IRL,HUR,WOMEN,PC_LF,M,2016-12,7.2,
IRL,HUR,WOMEN,PC_LF,M,2017-01,7.3,
IRL,HUR,WOMEN,PC_LF,M,2017-02,7.2,
IRL,HUR,WOMEN,PC_LF,M,2017-03,6.8,
IRL,HUR,WOMEN,PC_LF,M,2017-04,6.3,
IRL,HUR,WOMEN,PC_LF,M,2017-05,5.9,
IRL,HUR,WOMEN,PC_LF,M,2017-06,5.9,
IRL,HUR,WOMEN,PC_LF,M,2017-07,6.2,
IRL,HUR,WOMEN,PC_LF,M,2017-08,6.2,
IRL,HUR,WOMEN,PC_LF,M,2017-09,6.2,
IRL,HUR,WOMEN,PC_LF,M,2017-10,6,
IRL,HUR,WOMEN,PC_LF,M,2017-11,5.8,
IRL,HUR,WOMEN,PC_LF,M,2017-12,5.8,
IRL,HUR,WOMEN,PC_LF,M,2018-01,5.9,
IRL,HUR,WOMEN,PC_LF,M,2018-02,6,
IRL,HUR,WOMEN,PC_LF,M,2018-03,5.8,
IRL,HUR,WOMEN,PC_LF,M,2018-04,5.8,
IRL,HUR,WOMEN,PC_LF,M,2018-05,5.7,
IRL,HUR,WOMEN,PC_LF,M,2018-06,5.6,
IRL,HUR,WOMEN,PC_LF,M,2018-07,5.5,
IRL,HUR,WOMEN,PC_LF,M,2018-08,5.6,
IRL,HUR,WOMEN,PC_LF,M,2018-09,5.6,
IRL,HUR,WOMEN,PC_LF,M,2018-10,5.8,
IRL,HUR,WOMEN,PC_LF,M,2018-11,5.7,
IRL,HUR,WOMEN,PC_LF,M,2018-12,5.4,
IRL,HUR,WOMEN,PC_LF,M,2019-01,4.8,
IRL,HUR,WOMEN,PC_LF,M,2019-02,4.6,
IRL,HUR,WOMEN,PC_LF,M,2019-03,4.7,
IRL,HUR,WOMEN,PC_LF,M,2019-04,5.1,
IRL,HUR,WOMEN,PC_LF,M,2019-05,5.1,
IRL,HUR,WOMEN,PC_LF,M,2019-06,5,
IRL,HUR,WOMEN,PC_LF,M,2019-07,4.7,
IRL,HUR,WOMEN,PC_LF,M,2019-08,4.4,
IRL,HUR,WOMEN,PC_LF,M,2019-09,4.3,
IRL,HUR,WOMEN,PC_LF,M,2019-10,4.3,
IRL,HUR,WOMEN,PC_LF,M,2019-11,4.5,
IRL,HUR,WOMEN,PC_LF,M,2019-12,4.7,
IRL,HUR,WOMEN,PC_LF,M,2020-01,4.9,
IRL,HUR,WOMEN,PC_LF,M,2020-02,4.9,
IRL,HUR,WOMEN,PC_LF,M,2020-03,5,
IRL,HUR,WOMEN,PC_LF,M,2020-04,4.5,
IRL,HUR,WOMEN,PC_LF,M,2020-05,4.7,
IRL,HUR,WOMEN,PC_LF,M,2020-06,5.3,
IRL,HUR,WOMEN,PC_LF,M,2020-07,6.5,
IRL,HUR,WOMEN,PC_LF,M,2020-08,6.9,
IRL,HUR,WOMEN,PC_LF,M,2020-09,7,
IRL,HUR,WOMEN,PC_LF,M,2020-10,6.2,
IRL,HUR,WOMEN,PC_LF,M,2020-11,5.9,
IRL,HUR,WOMEN,PC_LF,M,2020-12,5.6,
IRL,HUR,WOMEN,PC_LF,M,2021-01,5.6,
IRL,HUR,WOMEN,PC_LF,M,2021-02,5.6,
IRL,HUR,WOMEN,PC_LF,M,2021-03,5.7,
IRL,HUR,WOMEN,PC_LF,M,2021-04,5.8,
ITA,HUR,MEN,PC_LF,M,2005-01,6.4,P
ITA,HUR,MEN,PC_LF,M,2005-02,6.4,P
ITA,HUR,MEN,PC_LF,M,2005-03,6.4,P
ITA,HUR,MEN,PC_LF,M,2005-04,6.4,P
ITA,HUR,MEN,PC_LF,M,2005-05,6.2,P
ITA,HUR,MEN,PC_LF,M,2005-06,6.4,P
ITA,HUR,MEN,PC_LF,M,2005-07,6,P
ITA,HUR,MEN,PC_LF,M,2005-08,6.3,P
ITA,HUR,MEN,PC_LF,M,2005-09,6.2,P
ITA,HUR,MEN,PC_LF,M,2005-10,6.1,P
ITA,HUR,MEN,PC_LF,M,2005-11,6,P
ITA,HUR,MEN,PC_LF,M,2005-12,6,P
ITA,HUR,MEN,PC_LF,M,2006-01,5.8,P
ITA,HUR,MEN,PC_LF,M,2006-02,5.8,P
ITA,HUR,MEN,PC_LF,M,2006-03,5.8,P
ITA,HUR,MEN,PC_LF,M,2006-04,5.7,P
ITA,HUR,MEN,PC_LF,M,2006-05,5.7,P
ITA,HUR,MEN,PC_LF,M,2006-06,5.4,P
ITA,HUR,MEN,PC_LF,M,2006-07,5.5,P
ITA,HUR,MEN,PC_LF,M,2006-08,5.4,P
ITA,HUR,MEN,PC_LF,M,2006-09,5.3,P
ITA,HUR,MEN,PC_LF,M,2006-10,5.5,P
ITA,HUR,MEN,PC_LF,M,2006-11,5.3,P
ITA,HUR,MEN,PC_LF,M,2006-12,5,P
ITA,HUR,MEN,PC_LF,M,2007-01,5.2,P
ITA,HUR,MEN,PC_LF,M,2007-02,5,P
ITA,HUR,MEN,PC_LF,M,2007-03,4.9,P
ITA,HUR,MEN,PC_LF,M,2007-04,4.6,P
ITA,HUR,MEN,PC_LF,M,2007-05,5.1,P
ITA,HUR,MEN,PC_LF,M,2007-06,4.8,P
ITA,HUR,MEN,PC_LF,M,2007-07,5.1,P
ITA,HUR,MEN,PC_LF,M,2007-08,5,P
